escopo_autuacao,mes,uf,amparo_legal,descricao_infracao,quantidade_autos,data_referencia
EXCESSO DE PESO,FEVEREIRO,PR,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,97,2020-02-01
EXCESSO DE PESO,FEVEREIRO,PR,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,885,2020-02-01
EXCESSO DE PESO,FEVEREIRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,542,2020-02-01
EXCESSO DE PESO,FEVEREIRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,700,2020-02-01
EXCESSO DE PESO,FEVEREIRO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,2739,2020-02-01
EXCESSO DE PESO,FEVEREIRO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,8,2020-02-01
EXCESSO DE PESO,FEVEREIRO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,12,2020-02-01
EXCESSO DE PESO,FEVEREIRO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,159,2020-02-01
EXCESSO DE PESO,FEVEREIRO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,148,2020-02-01
EXCESSO DE PESO,FEVEREIRO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,249,2020-02-01
EXCESSO DE PESO,FEVEREIRO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,1605,2020-02-01
EXCESSO DE PESO,FEVEREIRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,95,2020-02-01
EXCESSO DE PESO,FEVEREIRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,97,2020-02-01
EXCESSO DE PESO,FEVEREIRO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,1386,2020-02-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,MARÇO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT EM ATÉ 600 KG,2,2020-03-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,MARÇO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,5,2020-03-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,MARÇO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT EM ATÉ 600 KG,2,2020-03-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,MARÇO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,2,2020-03-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,MARÇO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,2,2020-03-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,MARÇO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ENTRE 601 E 1000 KG,1,2020-03-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,MARÇO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,3,2020-03-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,MARÇO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT EM ATÉ 600 KG,5,2020-03-01
EVASÃO DE BALANÇA,MARÇO,ES,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,450,2020-03-01
EVASÃO DE BALANÇA,MARÇO,RJ,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,1587,2020-03-01
EVASÃO DE BALANÇA,MARÇO,SC,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,3,2020-03-01
EXCESSO DE PESO,MARÇO,BA,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,3,2020-03-01
EXCESSO DE PESO,MARÇO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,82,2020-03-01
EXCESSO DE PESO,MARÇO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,124,2020-03-01
EXCESSO DE PESO,MARÇO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,1166,2020-03-01
EXCESSO DE PESO,MARÇO,GO,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,1,2020-03-01
EXCESSO DE PESO,MARÇO,GO,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,7,2020-03-01
EXCESSO DE PESO,MARÇO,GO,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,44,2020-03-01
EXCESSO DE PESO,MARÇO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,160,2020-03-01
EXCESSO DE PESO,MARÇO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,261,2020-03-01
EXCESSO DE PESO,MARÇO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,1875,2020-03-01
EXCESSO DE PESO,MARÇO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,2,2020-03-01
EXCESSO DE PESO,MARÇO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,13,2020-03-01
EXCESSO DE PESO,MARÇO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,41,2020-03-01
EXCESSO DE PESO,MARÇO,MT,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,15,2020-03-01
EXCESSO DE PESO,MARÇO,MT,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,41,2020-03-01
EXCESSO DE PESO,MARÇO,MT,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,319,2020-03-01
EXCESSO DE PESO,MARÇO,PR,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,39,2020-03-01
EXCESSO DE PESO,MARÇO,PR,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,49,2020-03-01
EXCESSO DE PESO,MARÇO,PR,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,362,2020-03-01
EXCESSO DE PESO,MARÇO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,499,2020-03-01
EXCESSO DE PESO,MARÇO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,541,2020-03-01
EXCESSO DE PESO,MARÇO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,2526,2020-03-01
EXCESSO DE PESO,MARÇO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,8,2020-03-01
EXCESSO DE PESO,MARÇO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,9,2020-03-01
EXCESSO DE PESO,MARÇO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,130,2020-03-01
EXCESSO DE PESO,MARÇO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,76,2020-03-01
EXCESSO DE PESO,MARÇO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,135,2020-03-01
EXCESSO DE PESO,MARÇO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,1003,2020-03-01
EXCESSO DE PESO,MARÇO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,64,2020-03-01
EXCESSO DE PESO,MARÇO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,65,2020-03-01
EXCESSO DE PESO,MARÇO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,1071,2020-03-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,ABRIL,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT EM ATÉ 600 KG,1,2020-04-01
EVASÃO DE BALANÇA,ABRIL,ES,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,105,2020-04-01
EVASÃO DE BALANÇA,ABRIL,RJ,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,868,2020-04-01
EXCESSO DE PESO,ABRIL,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,2,2020-04-01
EXCESSO DE PESO,ABRIL,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,5,2020-04-01
EXCESSO DE PESO,ABRIL,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,10,2020-04-01
EXCESSO DE PESO,ABRIL,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,2,2020-04-01
EXCESSO DE PESO,ABRIL,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,3,2020-04-01
EXCESSO DE PESO,ABRIL,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,12,2020-04-01
EXCESSO DE PESO,ABRIL,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,1,2020-04-01
EVASÃO DE BALANÇA,MAIO,ES,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,252,2020-05-01
