escopo_autuacao,mes,uf,amparo_legal,descricao_infracao,quantidade_autos,data_referencia
EVASÃO DE BALANÇA,MAIO,RJ,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,239,2020-05-01
EXCESSO DE PESO,MAIO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,1,2020-05-01
EXCESSO DE PESO,MAIO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,1,2020-05-01
EVASÃO DE BALANÇA,JUNHO,ES,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,387,2020-06-01
EVASÃO DE BALANÇA,JUNHO,RJ,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,172,2020-06-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,JULHO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,4,2020-07-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,JULHO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,4,2020-07-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,JULHO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,1,2020-07-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,JULHO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,1,2020-07-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,JULHO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,4,2020-07-01
EVASÃO DE BALANÇA,JULHO,ES,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,100,2020-07-01
EVASÃO DE BALANÇA,JULHO,RJ,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,358,2020-07-01
EXCESSO DE PESO,JULHO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,54,2020-07-01
EXCESSO DE PESO,JULHO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,107,2020-07-01
EXCESSO DE PESO,JULHO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,473,2020-07-01
EXCESSO DE PESO,JULHO,GO,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,3,2020-07-01
EXCESSO DE PESO,JULHO,GO,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,16,2020-07-01
EXCESSO DE PESO,JULHO,GO,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,61,2020-07-01
EXCESSO DE PESO,JULHO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,56,2020-07-01
EXCESSO DE PESO,JULHO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,184,2020-07-01
EXCESSO DE PESO,JULHO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,822,2020-07-01
EXCESSO DE PESO,JULHO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,180,2020-07-01
EXCESSO DE PESO,JULHO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,362,2020-07-01
EXCESSO DE PESO,JULHO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,2175,2020-07-01
EXCESSO DE PESO,JULHO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,72,2020-07-01
EXCESSO DE PESO,JULHO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,103,2020-07-01
EXCESSO DE PESO,JULHO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,630,2020-07-01
EXCESSO DE PESO,JULHO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,33,2020-07-01
EXCESSO DE PESO,JULHO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,118,2020-07-01
EXCESSO DE PESO,JULHO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,387,2020-07-01
EXCESSO DE PESO,JULHO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,136,2020-07-01
EXCESSO DE PESO,JULHO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,279,2020-07-01
EXCESSO DE PESO,JULHO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,831,2020-07-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,AGOSTO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,1,2020-08-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,AGOSTO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,5,2020-08-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,AGOSTO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,2,2020-08-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,AGOSTO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ENTRE 601 E 1000 KG,2,2020-08-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,AGOSTO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT EM ATÉ 600 KG,3,2020-08-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,AGOSTO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,9,2020-08-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,AGOSTO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,1,2020-08-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,AGOSTO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,1,2020-08-01
EVASÃO DE BALANÇA,AGOSTO,ES,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,351,2020-08-01
EVASÃO DE BALANÇA,AGOSTO,RJ,"LEI 9503 DE 23/09/1997 TRANSPOR, SEM AUTORIZAÇÃO, BLOQUEIO VIÁRIO COM OU SEM SINALIZAÇÃO OU DISPOSITIVOS AUXILIARES, DEIXAR DE ADENTRAR ÀS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS OU EVADIR-SE PARA NÃO EFETUAR O PAGAMENTO DO PEDÁGIO.",ART. 209 DEIXAR DE ADENTRAR AS ÁREAS DESTINADAS À PESAGEM DE VEÍCULOS,3028,2020-08-01
EXCESSO DE PESO,AGOSTO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,210,2020-08-01
EXCESSO DE PESO,AGOSTO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,262,2020-08-01
EXCESSO DE PESO,AGOSTO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,2194,2020-08-01
EXCESSO DE PESO,AGOSTO,GO,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,1,2020-08-01
EXCESSO DE PESO,AGOSTO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,146,2020-08-01
EXCESSO DE PESO,AGOSTO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,349,2020-08-01
EXCESSO DE PESO,AGOSTO,MG,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,1805,2020-08-01
EXCESSO DE PESO,AGOSTO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,8,2020-08-01
EXCESSO DE PESO,AGOSTO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,49,2020-08-01
EXCESSO DE PESO,AGOSTO,MS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,81,2020-08-01
EXCESSO DE PESO,AGOSTO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,468,2020-08-01
EXCESSO DE PESO,AGOSTO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,563,2020-08-01
EXCESSO DE PESO,AGOSTO,RJ,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,4226,2020-08-01
EXCESSO DE PESO,AGOSTO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,99,2020-08-01
EXCESSO DE PESO,AGOSTO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,112,2020-08-01
EXCESSO DE PESO,AGOSTO,RS,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,667,2020-08-01
EXCESSO DE PESO,AGOSTO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,34,2020-08-01
EXCESSO DE PESO,AGOSTO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,76,2020-08-01
EXCESSO DE PESO,AGOSTO,SC,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,407,2020-08-01
EXCESSO DE PESO,AGOSTO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC,47,2020-08-01
EXCESSO DE PESO,AGOSTO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - PBT/PBTC E POR EIXO,66,2020-08-01
EXCESSO DE PESO,AGOSTO,SP,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO COM EXCESSO DE PESO - POR EIXO,627,2020-08-01
CMT - CAPACIDADE MÁXIMA DE TRAÇÃO,SETEMBRO,ES,"LEI 9503/97 LEI 10561/02 RES. CONTRAN Nº 210/06, 211/06 E 258/07 E ALTERAÇÕES PORTARIA DENATRAN 63/09 E 59/07 E ALTERAÇÕES",TRANSITAR COM O VEÍCULO EXCEDENDO A CMT ACIMA DE 1000 KG,1,2020-09-01
